chr	start	end	name	A1_reads	A2_reads	total_reads	allelic_score	allelic_ratio
chr1	72236010	72272340	D230017M19Rik	158	99	257	3.853	0.61
chr1	72259171	72284314	Pecr	116	83	199	1.938	0.58
chr1	72284361	72303104	Tmem169	214	133	347	5.094	0.62
chr1	72307416	72394953	Xrcc5	164	171	335	-0.43	0.49
chr1	72427111	72536587	March4	132	105	237	1.342	0.56
chr1	72536690	72636790	Smarcal1	580	538	1118	0.958	0.52
chr1	72640225	72642976	Gm39662	2	7	9	0	0.22
chr1	72642979	72700564	Ankar	0	1	1	0	0
chr1	72711259	72713813	Rpl37a	251	285	536	-1.114	0.47
chr1	72744535	72770485	Gm30788	2	13	15	-2.433	0.13
chr1	72768471	72821772	Gm30847	1	3	4	0	0.25
chr1	72824479	72852474	Igfbp2	48	51	99	-0.376	0.48
chr1	72858064	72874865	Igfbp5	1175	888	2063	9.846	0.57
chr1	72939070	72952744	Gm31047	19	14	33	0.614	0.58
chr1	73361285	73379587	Gm31344	2	2	4	0	0.5
chr1	73520287	73529965	LOC102633705	0	1	1	0	0
chr1	73618380	73864466	6030407O03Rik	18	28	46	-1.036	0.39
chr1	73750224	73827081	Gm29183	3	0	3	0	1
chr1	73910230	74124529	Tns1	514	461	975	1.32	0.53
chr1	74153993	74161246	Cxcr2	2	0	2	0	1
chr1	74236504	74268213	Arpc2	268	175	443	5.239	0.6
chr1	74279839	74284738	Aamp	246	231	477	0.584	0.52
chr1	74281370	74283869	LOC108167628	175	163	338	0.561	0.52
chr1	74284598	74353692	Pnkd	1507	1367	2874	2.323	0.52
chr1	74288246	74304336	Tmbim1	263	205	468	2.379	0.56
chr1	74362107	74369323	Catip	45	15	60	4.172	0.75
chr1	74375013	74386057	Slc11a1	6	6	12	-0.213	0.5
chr1	74391608	74397285	Ctdsp1	131	109	240	1.058	0.55
chr1	74409383	74435560	Vil1	1	4	5	0	0.2
chr1	74435509	74544286	Usp37	451	434	885	0.53	0.51
chr1	74506039	74530842	Cnot9	202	198	400	0.356	0.5
chr1	74541790	74565977	Plcd4	99	70	169	1.81	0.59
chr1	74566422	74588073	Zfp142	202	154	356	2.2	0.57
chr1	74588288	74592443	Bcs1l	81	80	161	0.301	0.5
chr1	74593747	74601397	Rnf25	178	170	348	0.451	0.51
chr1	74601449	74636894	Stk36	59	44	103	1.077	0.57
chr1	74661644	74701832	Ttll4	263	211	474	2.021	0.55
chr1	74713145	74737897	Cyp27a1	72	60	132	0.772	0.55
chr1	74738921	74749592	Prkag3	2	12	14	-2.189	0.14
chr1	74754341	74785322	Wnt6	2	1	3	0	0.67
chr1	74787168	74795333	Gm32099	6	2	8	0	0.75
chr1	74792018	74804176	Wnt10a	26	26	52	-0.256	0.5
chr1	74820812	74843532	Gm32275	32	14	46	2.246	0.7
chr1	74849741	74879953	Gm16582	11	12	23	-0.301	0.48
chr1	74881500	74885473	Fev	1	2	3	0	0.33
chr1	74902070	74935628	Ccdc108	47	29	76	1.598	0.62
chr1	74945314	74951672	Ihh	2	2	4	0	0.5
chr1	74967345	75125226	Nhej1	24	6	30	3.145	0.8
chr1	75125540	75135223	Slc23a3	4	1	5	0	0.8
chr1	75135214	75142733	Cnppd1	102	96	198	0.442	0.52
chr1	75142785	75147909	Fam134a	362	309	671	1.651	0.54
chr1	75168645	75171626	Zfand2b	100	91	191	0.551	0.52
chr1	75171639	75180392	Abcb6	54	76	130	-1.488	0.42
chr1	75180860	75192010	Atg9a	762	607	1369	4.81	0.56
chr1	75192159	75199387	Ankzf1	192	157	349	1.465	0.55
chr1	75197533	75210816	Glb1l	89	67	156	1.335	0.57
chr1	75210828	75215606	Stk16	131	87	218	2.758	0.6
chr1	75214971	75219860	Tuba4a	278	295	573	-0.599	0.49
chr1	75219983	75232093	A630095N17Rik	1	1	2	0	0.5
chr1	75236402	75245692	Dnajb2	386	265	651	5.92	0.59
chr1	75247034	75264497	Ptprn	2065	1576	3641	15.559	0.57
chr1	75272196	75278458	Resp18	171	156	327	0.659	0.52
chr1	75308564	75317654	Dnpep	104	105	209	-0.301	0.5
chr1	75360291	75368579	Des	25	13	38	1.438	0.66
chr1	75368209	75375015	Gm15179	10	4	14	1.047	0.71
chr1	75375296	75432320	Speg	790	622	1412	5.366	0.56
chr1	75435910	75443176	Gmppa	236	177	413	2.671	0.57
chr1	75450509	75474340	Asic4	79	73	152	0.465	0.52
chr1	75455520	75459955	Gm32506	1	2	3	0	0.33
chr1	75474568	75479471	Chpf	264	235	499	0.979	0.53
chr1	75479531	75485693	Tmem198	196	179	375	0.69	0.52
chr1	75485824	75506658	Obsl1	183	140	323	2.015	0.57
chr1	75507076	75510366	Inha	303	96	399	25.665	0.76
chr1	75521528	75537335	Stk11ip	190	117	307	4.736	0.62
chr1	75545913	75559431	Slc4a3	487	482	969	0.348	0.5
chr1	75936718	76094342	Gm32622	13	23	36	-1.179	0.36
chr1	76016495	76019725	Gm29065	1	0	1	0	1
chr1	76094980	76106216	Gm32737	0	2	2	0	0
chr1	76489132	76502028	Gm17751	2	0	2	0	1
chr1	77367181	77515103	Epha4	549	368	917	8.907	0.6
chr1	77522189	77602382	Gm32793	25	42	67	-1.604	0.37
chr1	77604422	77642338	Gm32974	12	10	22	0.381	0.55
chr1	77770547	77896298	Gm33083	1	0	1	0	1
chr1	78101266	78197136	Pax3	10	11	21	-0.301	0.48
chr1	78214963	78218978	Gm2102	2	2	4	0	0.5
chr1	78310043	78420289	Sgpp2	539	386	925	6.562	0.58
chr1	78417957	78488897	Farsb	626	480	1106	5.199	0.57
chr1	78511059	78606964	Mogat1	6	14	20	-1.239	0.3
chr1	78560044	78588394	Gm39665	0	1	1	0	0
chr1	78657824	78707743	Acsl3	717	550	1267	5.822	0.57
chr1	78657824	78667601	Utp14b	52	46	98	0.513	0.53
chr1	78791622	79224511	Gm29536	10	9	19	0.301	0.53
chr1	78816948	78820025	Kcne4	6	9	15	-0.518	0.4
chr1	79434668	79440090	Scg2	504	454	958	1.247	0.53
chr1	79606875	79672020	Ap1s3	23	15	38	0.893	0.61
chr1	79702261	79776047	Wdfy1	250	847	1097	-75.916	0.23
chr1	79776017	79781445	Mrpl44	162	145	307	0.743	0.53
chr1	79787923	79794121	Gm39666	15	15	30	-0.242	0.5
chr1	79794316	79858665	Serpine2	922	737	1659	5.514	0.56
chr1	80207988	80229463	2310015K22Rik	7	0	7	0	1
chr1	80236351	80248414	Gm34098	1	0	1	0	1
chr1	80264922	80340690	Cul3	152	153	305	-0.301	0.5
chr1	80340912	80348728	Gm39667	2	4	6	0	0.33
chr1	80428169	80498102	Gm38673	1	1	2	0	0.5
chr1	80501067	80758706	Dock10	493	377	870	4.325	0.57
chr1	81076557	81367705	Nyap2	48	33	81	1.224	0.59
chr1	82233104	82291439	Irs1	67	83	150	-0.958	0.45
chr1	82316456	82445366	Rhbdd1	117	93	210	1.251	0.56
chr1	82361700	82374558	LOC108167630	12	2	14	2.189	0.86
chr1	82448418	82586927	Col4a4	16	50	66	-4.779	0.24
chr1	82586920	82722059	Col4a3	16	42	58	-3.366	0.28
chr1	82691510	82727201	LOC105243964	7	21	28	-2.203	0.25
chr1	82724889	82752390	Mff	550	566	1116	-0.486	0.49
chr1	82741982	82744788	Gm39668	39	56	95	-1.3	0.41
chr1	82756648	82768456	Tm4sf20	2	2	4	0	0.5
chr1	82821857	82823125	Gm17764	0	1	1	0	0
chr1	82839459	82901001	Agfg1	873	703	1576	4.992	0.55
chr1	83012522	83038838	Slc19a3	36	10	46	4.107	0.78
chr1	83159741	83210574	Daw1	20	12	32	0.968	0.62
chr1	83255441	83408393	Sphkap	2551	2031	4582	14.084	0.56
chr1	84036292	84339845	Pid1	189	150	339	1.711	0.56
chr1	84369838	84696221	Dner	855	795	1650	1.136	0.52
chr1	84721188	84850008	Trip12	442	364	806	2.478	0.55
chr1	84839840	84900487	Fbxo36	55	45	100	0.735	0.55
chr1	84905487	84935286	Slc16a14	100	41	141	6.441	0.71
chr1	84935271	84936017	Gm39669	0	1	1	0	0
chr1	85649943	85709998	Sp100	8	2	10	1.262	0.8
chr1	85717082	85736656	A630001G21Rik	25	0	25	7.526	1
chr1	85793407	85851577	Cab39	306	299	605	0.394	0.51
chr1	85894285	85908698	Itm2c	2061	2137	4198	-0.908	0.49
chr1	85914821	85921555	Gm32302	1	0	1	0	1
chr1	85928482	85931756	4933407L21Rik	33	36	69	-0.393	0.48
chr1	85933197	85991571	Gpr55	53	5	58	10.757	0.91
chr1	85957112	85973340	Gm41905	2	3	5	0	0.4
chr1	86017840	86029958	Spata3	10	6	16	0.643	0.62
chr1	86045862	86055456	2810459M11Rik	45	65	110	-1.459	0.41
chr1	86064618	86139295	Psmd1	476	413	889	1.727	0.54
chr1	86097545	86113662	Htr2b	13	2	15	2.433	0.87
chr1	86154728	86278284	Armc9	213	181	394	1.228	0.54
chr1	86245334	86256796	LOC108167633	10	5	15	0.821	0.67
chr1	86281041	86301770	Gm16341	0	1	1	0	0
chr1	86303062	86304060	Gm28626	1	1	2	0	0.5
chr1	86303220	86307305	B3gnt7	5	5	10	-0.205	0.5
chr1	86344718	86359455	Ncl	638	534	1172	2.885	0.54
chr1	86359573	86367964	C130036L24Rik	16	19	35	-0.434	0.46
chr1	86430010	86441525	Gm32700	6	2	8	0	0.75
chr1	86465723	86473126	Gm41907	0	1	1	0	0
chr1	86526735	86530698	Ptma	145	125	270	0.907	0.54
chr1	86543012	86582808	Pde6d	23	37	60	-1.335	0.38
chr1	86582891	86606500	Cops7b	85	69	154	0.946	0.55
chr1	86627067	86644243	Gm41908	5	0	5	0	1
chr1	86666292	86670573	Nppc	9	7	16	0.396	0.56
chr1	86703778	87050097	Dis3l2	87	90	177	-0.356	0.49
chr1	87098001	87101606	Alpi	0	4	4	0	0
chr1	87125007	87127912	Akp3	0	1	1	0	0
chr1	87142873	87157085	Ecel1	92	97	189	-0.414	0.49
chr1	87150915	87172246	Gm33292	46	54	100	-0.616	0.46
chr1	87183101	87188405	Prss56	2	8	10	-1.262	0.2
chr1	87205810	87211835	Chrng	2	0	2	0	1
chr1	87213900	87240488	Eif4e2	281	210	491	3.109	0.57
chr1	87264308	87310839	Efhd1	151	104	255	2.712	0.59
chr1	87293831	87309496	Gm41911	7	0	7	0	1
chr1	87326980	87450810	Gigyf2	258	218	476	1.433	0.54
chr1	87384576	87394729	Kcnj13	35	21	56	1.39	0.62
chr1	87476828	87573870	Ngef	1755	1493	3248	5.638	0.54
chr1	87550489	87568319	LOC108167634	3	0	3	0	1
chr1	87574026	87597845	Neu2	29	7	36	3.806	0.81
chr1	87620311	87720510	Inpp5d	73	26	99	5.906	0.74
chr1	87699778	87724892	Gm33470	55	21	76	4.22	0.72
chr1	87728269	87740862	Gm33517	0	6	6	0	0
chr1	87756005	87792428	Atg16l1	240	227	467	0.539	0.51
chr1	87800166	87845158	Sag	9	7	16	0.396	0.56
chr1	87844856	87853269	Gm38609	23	21	44	0.356	0.52
chr1	87853272	87945177	Dgkd	367	363	730	0.341	0.5
chr1	87853346	87854299	Gm19582	1	6	7	0	0.14
chr1	87945118	88008578	Usp40	129	173	302	-2.18	0.43
chr1	88055410	88220002	Ugt1a10	11	2	13	1.95	0.85
chr1	88070778	88220002	Ugt1a9	10	2	12	1.715	0.83
chr1	88095000	88220002	Ugt1a7c	10	2	12	1.715	0.83
chr1	88103256	88218998	Ugt1a6b	10	1	11	2.232	0.91
chr1	88134808	88220002	Ugt1a6a	10	1	11	2.232	0.91
chr1	88166011	88220002	Ugt1a5	2	1	3	0	0.67
chr1	88200610	88220002	Ugt1a2	2	1	3	0	0.67
chr1	88204731	88205748	Dnajb3	2	1	3	0	0.67
chr1	88258855	88277633	Hjurp	1	9	10	-1.969	0.1
chr1	88306711	88388853	Trpm8	19	9	28	1.361	0.68
chr1	88406965	88428300	Spp2	3	3	6	0	0.5
chr1	88443968	88463204	Gm29538	1	0	1	0	1
chr1	88499870	88510066	Glrp1	1	0	1	0	1
chr1	88551516	88562166	Gm19589	1	0	1	0	1
chr1	88566705	88569974	Gm41912	1	0	1	0	1
chr1	88698224	88702191	Arl4c	178	133	311	2.205	0.57
chr1	88976141	89016023	Gm34194	7	7	14	-0.218	0.5
chr1	89070461	89155068	Sh3bp4	181	156	337	1.02	0.54
chr1	89102254	89103770	Gm34331	0	1	1	0	0
chr1	89454810	89895282	Agap1	896	801	1697	1.949	0.53
chr1	89566972	89578594	Gm28499	1	3	4	0	0.25
chr1	89577981	89580815	Gm41914	2	1	3	0	0.67
chr1	89676506	89683892	4933400F21Rik	0	2	2	0	0
chr1	89927961	89931176	Gbx2	6	7	13	-0.301	0.46
chr1	89930365	89934593	LOC102637806	5	4	9	0	0.56
chr1	89952294	90014666	Asb18	27	45	72	-1.654	0.38
chr1	89962519	89966561	Gm41915	5	13	18	-1.318	0.28
chr1	90042131	90153401	Iqca	3	5	8	0	0.38
chr1	90203979	90215724	Ackr3	95	106	201	-0.619	0.47
chr1	90337730	90451763	Gm34992	20	25	45	-0.559	0.44
chr1	90453539	90504261	Gm28722	8	12	20	-0.599	0.4
chr1	90538994	90547781	LOC108167648	3	0	3	0	1
chr1	90548008	90582787	Gm41917	0	1	1	0	0
chr1	90603424	90613341	Cops8	521	497	1018	0.628	0.51
chr1	90766859	90843971	Col6a3	32	138	170	-16.462	0.19
chr1	90915022	90951142	Mlph	47	35	82	0.95	0.57
chr1	90951255	90954369	Prlh	0	3	3	0	0
chr1	90958132	90969674	Rab17	2	5	7	0	0.29
chr1	90998427	91128944	Lrrfip1	912	676	1588	8.761	0.57
chr1	91179821	91225196	Ramp1	230	190	420	1.546	0.55
chr1	91249689	91286520	Ube2f	85	96	181	-0.641	0.47
chr1	91298294	91321080	Scly	283	205	488	3.621	0.58
chr1	91322074	91348303	Espnl	7	3	10	0.765	0.7
chr1	91351072	91362404	Klhl30	3	2	5	0	0.6
chr1	91366160	91374217	Fam132b	4	2	6	0	0.67
chr1	91373864	91398842	Ilkap	285	198	483	4.359	0.59
chr1	91411481	91413877	Hes6	51	53	104	-0.336	0.49
chr1	91415976	91459402	Per2	512	522	1034	-0.409	0.5
chr1	91446117	91453750	Gm35591	14	11	25	0.462	0.56
chr1	91494589	91529307	Traf3ip1	129	104	233	1.238	0.55
chr1	91539454	91559590	Asb1	205	199	404	0.396	0.51
chr1	91611210	91627741	Gm28380	2	0	2	0	1
chr1	91801460	91848034	Twist2	8	7	15	0.301	0.53
chr1	91813045	91832688	LOC108167658	4	0	4	0	1
chr1	91928778	92195670	Hdac4	241	251	492	-0.465	0.49
chr1	92003664	92007517	LOC108167659	0	1	1	0	0
chr1	92379556	92393620	Gm35992	1	0	1	0	1
chr1	92439707	92473758	Ndufa10	630	502	1132	4.103	0.56
chr1	92637144	92641985	Myeov2	28	26	54	0.351	0.52
chr1	92644217	92648898	Otos	1	0	1	0	1
chr1	92714233	92730754	Gm29483	2	4	6	0	0.33
chr1	92831685	92860211	Gpc1	326	392	718	-2.119	0.45
chr1	92860360	92902987	Ankmy1	8	3	11	0.946	0.73
chr1	92906988	92908620	Dusp28	173	86	259	7.461	0.67
chr1	92908377	92910689	5033417F24Rik	22	108	130	-14.4	0.17
chr1	92910802	92920585	Rnpepl1	132	105	237	1.342	0.56
chr1	92933525	92950590	9430060I03Rik	133	122	255	0.576	0.52
chr1	92934407	92947948	Capn10	113	117	230	-0.375	0.49
chr1	92950859	92986391	Gpr35	20	8	28	1.748	0.71
chr1	93015454	93101893	Kif1a	6071	5261	11332	13.839	0.54
chr1	93135239	93145421	Agxt	1	0	1	0	1
chr1	93168422	93231067	Crocc2	12	22	34	-1.217	0.35
chr1	93235815	93301065	Sned1	289	186	475	5.881	0.61
chr1	93301204	93305879	Mterf4	37	36	73	0.301	0.51
chr1	93305963	93317310	Gm28535	9	6	15	0.518	0.6
chr1	93309436	93343399	Pask	20	10	30	1.307	0.67
chr1	93343644	93367622	Ppp1r7	250	257	507	-0.403	0.49
chr1	93373796	93404304	Ano7	4	7	11	-0.562	0.36
chr1	93405939	93478917	Hdlbp	445	399	844	1.217	0.53
chr1	93478967	93509733	Sept2	404	278	682	6.099	0.59
chr1	93512103	93621976	Farp2	211	223	434	-0.525	0.49
chr1	93620750	93654216	Stk25	407	449	856	-1.094	0.48
chr1	93685574	93695770	Bok	101	67	168	2.272	0.6
chr1	93705390	93754838	Thap4	125	122	247	0.347	0.51
chr1	93755032	93789529	Atg4b	205	193	398	0.537	0.52
chr1	93792575	93801934	Dtymk	132	166	298	-1.555	0.44
chr1	93803591	93822101	Ing5	55	85	140	-2.156	0.39
chr1	93824807	93853857	D2hgdh	81	15	96	11.696	0.84
chr1	93918436	93942645	Gm9994	0	13	13	-3.913	0
chr1	93990508	94011539	Gm6086	0	1	1	0	0
chr1	94020492	94028334	Neu4	102	113	215	-0.606	0.47
chr1	94038304	94052553	Pdcd1	1	0	1	0	1
chr1	95313627	95335284	Fam174a	302	221	523	3.641	0.58
chr1	95587681	95667612	St8sia4	151	150	301	0.301	0.5
chr1	95671598	95677382	Gm30431	1	2	3	0	0.33
chr1	95701183	95716518	4930598F16Rik	0	2	2	0	0
chr1	96612056	96662573	4930533P14Rik	4	0	4	0	1
chr1	96816269	96872171	Slco4c1	37	55	92	-1.422	0.4
chr1	96871125	96881234	Panct2	39	11	50	4.346	0.78
chr1	96906175	96997560	Slco6b1	0	1	1	0	0
chr1	97059446	97128339	Slco6c1	2	2	4	0	0.5
chr1	97162693	97310549	Gm7133	1	0	1	0	1
chr1	97346181	97479109	Gm7135	1	2	3	0	0.33
chr1	97637469	97642871	LOC105246668	1	3	4	0	0.25
chr1	97643901	97662018	D1Ertd622e	172	158	330	0.625	0.52
chr1	97706042	97770406	Ppip5k2	264	287	551	-0.759	0.48
chr1	97770171	97793709	Gin1	85	79	164	0.458	0.52
chr1	97821090	98095658	Pam	1278	1148	2426	2.356	0.53
chr1	97911102	97924920	Gm31771	2	6	8	0	0.25
chr1	98031122	98047793	B230216N24Rik	136	4	140	34.946	0.97
chr1	98131466	98144655	1810006J02Rik	2	0	2	0	1
chr1	98421086	98516985	Slco6d1	5	1	6	0	0.83
chr1	98589522	98765080	Gm7967	2	0	2	0	1
chr1	99772244	100490599	Cntnap5b	540	477	1017	1.587	0.53
chr1	104768818	104995481	Cdh20	232	209	441	0.831	0.53
chr1	105114493	105123756	Gm41925	5	0	5	0	1
chr1	105116285	105127780	Gm29012	4	1	5	0	0.8
chr1	105276916	105356988	Rnf152	395	346	741	1.41	0.53
chr1	105355941	105361825	Gm17634	7	3	10	0.765	0.7
chr1	105518420	105663726	Pign	135	119	254	0.761	0.53
chr1	105663840	105755131	2310035C23Rik	247	229	476	0.662	0.52
chr1	105780722	105847981	Tnfrsf11a	48	45	93	0.379	0.52
chr1	105863845	105877496	Gm41926	2	0	2	0	1
chr1	105903628	105934291	Gm41927	5	0	5	0	1
chr1	105979334	105990291	Gm7160	20	18	38	0.361	0.53
chr1	105990405	106034077	Zcchc2	174	141	315	1.448	0.55
chr1	106073188	106091455	Gm26509	6	1	7	0	0.86
chr1	106152624	106171524	Gm20753	17	12	29	0.64	0.59
chr1	106171868	106394245	Phlpp1	755	556	1311	7.669	0.58
chr1	106520130	106529442	Gm41928	1	2	3	0	0.33
chr1	106538175	106714290	Bcl2	140	135	275	0.393	0.51
chr1	106603762	106614945	Gm37053	0	1	1	0	0
chr1	106720409	106759742	Kdsr	294	204	498	4.496	0.59
chr1	106770787	106796725	Vps4b	161	161	322	-0.282	0.5
chr1	106861179	106883348	Serpinb5	0	1	1	0	0
chr1	107271200	107278371	Serpinb3c	0	3	3	0	0
chr1	107500891	107525600	Serpinb2	1	8	9	0	0.11
chr1	107528993	107560742	Serpinb10	1	0	1	0	1
chr1	107589925	107611795	Serpinb8	85	125	210	-2.457	0.4
chr1	107687007	107693514	Gm15389	1	0	1	0	1
chr1	107962359	107975718	Gm28282	1	0	1	0	1
chr1	107972315	107978949	Gm41929	1	0	1	0	1
chr1	109982189	110145272	Cdh7	328	221	549	5.546	0.6
chr1	110888001	110977593	Cdh19	159	172	331	-0.594	0.48
chr1	111858700	111864969	Dsel	92	92	184	-0.276	0.5
chr1	112377316	112417006	Gm32810	75	41	116	2.989	0.65
chr1	112416747	112512148	Gm41931	6	1	7	0	0.86
chr1	113930902	113935304	Gm32985	1	0	1	0	1
chr1	113942789	113969982	Gm41933	1	0	1	0	1
chr1	114860187	114863089	Gm33042	3	0	3	0	1
chr1	115665548	115684658	LOC108167704	45	63	108	-1.295	0.42
chr1	115684501	116587323	Cntnap5a	420	254	674	10.073	0.62
chr1	118298516	118311132	Tsn	323	257	580	2.462	0.56
chr1	118321842	118333831	Nifk	42	30	72	1.012	0.58
chr1	118389057	118609462	Clasp1	413	401	814	0.456	0.51
chr1	118627922	118685168	Tfcp2l1	31	12	43	2.569	0.72
chr1	118834060	119053619	Gli2	86	73	159	0.768	0.54
chr1	119415464	119422248	Inhbb	5	5	10	-0.205	0.5
chr1	119470304	119504782	Ralb	123	199	322	-4.87	0.38
chr1	119529479	119536165	3830432H09Rik	3	5	8	0	0.38
chr1	119545031	119649138	Epb41l5	49	32	81	1.427	0.6
chr1	119652466	119837542	Ptpn4	265	195	460	3.197	0.58
chr1	119906899	119918513	Gm28209	44	44	88	-0.266	0.5
chr1	119907889	119913168	Tmem177	42	44	86	-0.34	0.49
chr1	119923339	119997458	Cfap221	8	3	11	0.946	0.73
chr1	120006898	120063539	Sctr	6	7	13	-0.301	0.46
chr1	120026287	120031130	Gm33764	4	5	9	0	0.44
chr1	120046758	120052737	Gm41936	1	0	1	0	1
chr1	120067376	120074069	Tmem37	5	2	7	0	0.71
chr1	120090181	120105741	Gm41938	1	0	1	0	1
chr1	120113279	120121096	Dbi	1150	1156	2306	-0.339	0.5
chr1	120121114	120188190	3110009E18Rik	25	10	35	2.079	0.71
chr1	120226413	120271082	Steap3	38	58	96	-1.586	0.4
chr1	120340581	120343174	C1ql2	24	50	74	-2.773	0.32
chr1	120602486	120607991	En1	2	6	8	0	0.25
chr1	120608410	120616762	Gm34352	0	4	4	0	0
chr1	120614386	120763567	2610027F03Rik	1	4	5	0	0.2
chr1	120806081	120843536	Gm29345	0	1	1	0	0
chr1	120929706	120957659	Gm34641	0	1	1	0	0
chr1	121087404	121120975	Celrr	21	8	29	1.919	0.72
chr1	121116975	121148039	LOC108167723	37	9	46	4.693	0.8
chr1	121221796	121244519	Gm41940	4	4	8	0	0.5
chr1	121304352	121332589	Insig2	205	184	389	0.809	0.53
chr1	121427607	121431010	Gm35243	2	1	3	0	0.67
chr1	121431066	121506460	Ccdc93	405	250	655	9.126	0.62
chr1	121509757	121529312	Htr5b	18	20	38	-0.361	0.47
chr1	121553834	121567980	Ddx18	64	50	114	0.952	0.56
chr1	122205144	122252180	Gm28590	0	2	2	0	0
chr1	123332137	124846034	Dpp10	1116	941	2057	4.209	0.54
chr1	124424232	124436936	Gm41941	1	0	1	0	1
chr1	125392904	125435727	Actr3	383	230	613	9.468	0.62
chr1	125560410	125595823	Slc35f5	81	69	150	0.734	0.54
chr1	125676995	125873862	Gpr39	707	286	993	41.342	0.71
chr1	125833972	125841726	Gm41943	0	1	1	0	0
chr1	125867621	125913151	Lypd1	708	281	989	42.712	0.72
chr1	125913635	126830900	Nckap5	112	49	161	6.425	0.7
chr1	126046688	126102537	Gm35562	14	6	20	1.239	0.7
chr1	127204972	127488334	Mgat5	882	719	1601	4.595	0.55
chr1	127451771	127477965	Gm41947	38	32	70	0.56	0.54
chr1	127490341	127679621	Tmem163	235	202	437	1.202	0.54
chr1	127693610	127732964	Gm35993	1	3	4	0	0.25
chr1	127729412	127767564	Acmsd	13	3	16	1.973	0.81
chr1	127753616	127774054	2900009J06Rik	14	10	24	0.568	0.58
chr1	127774163	127804837	Ccnt2	252	205	457	1.805	0.55
chr1	127813480	127855613	Map3k19	70	54	124	1.051	0.56
chr1	127868736	127943876	Rab3gap1	379	370	749	0.415	0.51
chr1	127954178	128103055	Zranb3	96	92	188	0.384	0.51
chr1	127961111	127965987	Gm28800	7	19	26	-1.839	0.27
chr1	128103292	128237738	R3hdm1	583	503	1086	2.084	0.54
chr1	128243897	128279378	Ubxn4	342	259	601	3.393	0.57
chr1	128244558	128251119	Gm41949	1	0	1	0	1
chr1	128284755	128328318	Lct	16	32	48	-1.834	0.33
chr1	128363706	128417416	Dars	49	47	96	0.338	0.51
chr1	128588198	128592311	Cxcr4	8	0	8	0	1
chr1	129273303	130219278	Thsd7b	51	35	86	1.279	0.59
chr1	130388525	130423043	Cd55b	1	1	2	0	0.5
chr1	130422665	130437911	Gm15674	9	18	27	-1.214	0.33
chr1	130429788	130463021	Cd55	56	85	141	-2.044	0.4
chr1	130515047	130557069	Gm16083	39	24	63	1.415	0.62
chr1	130544618	130629634	Zp3r	6	7	13	-0.301	0.46
chr1	130635920	130661645	C4bp	6	1	7	0	0.86
chr1	130670201	130681571	C4bp-ps1	13	14	27	-0.301	0.48
chr1	130689042	130729253	Pfkfb2	572	560	1132	0.43	0.51
chr1	130717326	130722073	Yod1	25	31	56	-0.598	0.45
chr1	130731920	130744622	AA986860	24	10	34	1.915	0.71
chr1	130739917	130741330	Gm28857	1	0	1	0	1
chr1	130826683	130852249	Pigr	1	1	2	0	0.5
chr1	130865776	130880790	Fcmr	1	0	1	0	1
chr1	130906984	130911296	Il20	1	0	1	0	1
chr1	131053699	131097843	Mapkapk2	169	162	331	0.431	0.51
chr1	131128440	131138234	Dyrk3	50	34	84	1.296	0.6
chr1	131153171	131187659	Eif2d	354	286	640	2.396	0.55
chr1	131176409	131245178	Rassf5	179	158	337	0.86	0.53
chr1	131245279	131266537	Gm29953	39	29	68	0.862	0.57
chr1	131254599	131279629	Ikbke	32	29	61	0.399	0.52
chr1	131285250	131527361	Srgap2	497	465	962	0.799	0.52
chr1	131527902	131539035	Fam72a	3	8	11	-0.946	0.27
chr1	131599113	131612000	Avpr1b	1	0	1	0	1
chr1	131638313	131675507	Ctse	0	2	2	0	0
chr1	131688680	131715443	Rab7b	16	23	39	-0.774	0.41
chr1	131744021	131771504	Slc26a9	3	3	6	0	0.5
chr1	131797383	131821419	Pm20d1	31	40	71	-0.766	0.44
chr1	131828011	131848863	Slc41a1	680	564	1244	3.258	0.55
chr1	131867209	131872887	Rab29	34	23	57	1.034	0.6
chr1	131910457	131936321	Nucks1	460	328	788	5.837	0.58
chr1	131962914	131982972	Slc45a3	10	12	22	-0.381	0.45
chr1	132007604	132026448	Elk4	218	153	371	3.363	0.59
chr1	132022805	132068062	Mfsd4a	771	795	1566	-0.552	0.49
chr1	132073784	132080176	LOC105246707	1	1	2	0	0.5
chr1	132102596	132106362	LOC108167726	10	7	17	0.502	0.59
chr1	132113546	132139957	Cdk18	208	221	429	-0.551	0.48
chr1	132149402	132154142	Gm30242	0	1	1	0	0
chr1	132190088	132209547	Gm29695	85	91	176	-0.452	0.48
chr1	132190622	132257382	Lemd1	94	109	203	-0.788	0.46
chr1	132268600	132278378	Gm29630	0	5	5	0	0
chr1	132278514	132291366	Gm38446	7	0	7	0	1
chr1	132298483	132307357	Klhdc8a	106	72	178	2.182	0.6
chr1	132316124	132333488	Nuak2	22	9	31	1.832	0.71
chr1	132341916	132352639	F730311O21Rik	3	0	3	0	1
chr1	132356314	132391807	Tmcc2	1268	1236	2504	0.572	0.51
chr1	132417181	132466959	Dstyk	267	226	493	1.447	0.54
chr1	132477347	132508639	Rbbp5	498	341	839	7.479	0.59
chr1	132506229	132508639	Tmem81	50	19	69	3.913	0.72
chr1	132509424	132543251	Cntn2	998	904	1902	1.783	0.52
chr1	132564689	132741833	Nfasc	3188	2931	6119	3.274	0.52
chr1	132665596	132679653	LOC108167727	2	1	3	0	0.67
